StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q4_1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4
2021-05-04 13:47:57,2021-05-04 13:48:48,IP Address,*******,100,50,True,2021-05-04 13:48:48,R_2XiisIIsDJN3Yys,*******,*******,*******,*******,*******,*******,anonymous,EN,516,12,2,1,1,1,2,1,4,4,3,2

2021-05-04 19:52:56,2021-05-04 19:53:58,IP Address,*******,100,62,True,2021-05-04 19:53:59,R_2uZNYmsg38AVPRY,*******,*******,*******,*******,*******,*******,anonymous,EN,531,41,2,3,1,2,4,3,3,3,3,3

2021-05-04 20:43:45,2021-05-04 20:45:30,IP Address,*******,100,105,True,2021-05-04 20:45:31,R_1dhSjhuXTzqfd57,*******,*******,*******,*******,*******,*******,anonymous,EN,530,20,4,1,1,4,2,1,3,4,3,2

2021-05-05 06:33:32,2021-05-05 06:35:53,IP Address,*******,100,141,True,2021-05-05 06:35:53,R_3qCpADq6UgJxADq,*******,*******,*******,*******,*******,*******,anonymous,EN,521,3,4,1,1,3,3,1,2,2,3,3

2021-05-05 09:01:21,2021-05-05 09:02:38,IP Address,*******,100,76,True,2021-05-05 09:02:38,R_1LdOHQWqrFKInfh,*******,*******,*******,*******,*******,*******,anonymous,EN,518,1,4,1,1,4,3,1,4,4,5,2

2021-05-05 10:55:01,2021-05-05 10:57:36,IP Address,*******,100,154,True,2021-05-05 10:57:37,R_3JKMfhCHeMWg2rO,*******,*******,*******,*******,*******,*******,anonymous,EN,535,5,2,1,1,2,3,1,1,3,3,1

2021-05-05 11:03:32,2021-05-05 11:06:47,IP Address,*******,100,195,True,2021-05-05 11:06:48,R_3ehxSVZdrvD2t9f,*******,*******,*******,*******,*******,*******,anonymous,EN,543,65,3,3,1,3,3,3,3,2,3,4

2021-05-05 13:16:49,2021-05-05 13:18:11,IP Address,*******,100,82,True,2021-05-05 13:18:12,R_1mwkCf57FrWNZ9p,*******,*******,*******,*******,*******,*******,anonymous,EN,488,2,5,1,1,4,5,1,1,5,4,1

2021-05-05 15:01:22,2021-05-05 15:02:28,IP Address,*******,100,66,True,2021-05-05 15:02:29,R_2amIUPiCxCGjALE,*******,*******,*******,*******,*******,*******,anonymous,EN,551,0,1,1,1,4,5,1,1,5,4,1

2021-05-05 18:01:21,2021-05-05 18:02:20,IP Address,*******,100,58,True,2021-05-05 18:02:20,R_tR0am2EjooLdg8V,*******,*******,*******,*******,*******,*******,anonymous,EN,506,30,2,3,1,2,4,2,2,4,4,2

2021-05-06 12:15:01,2021-05-06 12:16:47,IP Address,*******,100,105,True,2021-05-06 12:16:48,R_2uy5jsr2ZtkUGrD,*******,*******,*******,*******,*******,*******,anonymous,EN,537,3,4,1,1,4,3,1,4,3,3,2

2021-05-06 12:47:41,2021-05-06 12:49:03,IP Address,*******,100,81,True,2021-05-06 12:49:04,R_2sTHtoTyd4gCwkt,*******,*******,*******,*******,*******,*******,anonymous,EN,524,1,4,1,1,5,4,1,2,4,4,2

2021-05-06 13:12:23,2021-05-06 13:13:24,IP Address,*******,100,61,True,2021-05-06 13:13:26,R_3OYedqesFnfMgXn,*******,*******,*******,*******,*******,*******,anonymous,EN,480,0,4,1,1,4,4,1,1,5,4,1

2021-05-07 09:02:41,2021-05-07 09:04:57,IP Address,*******,100,136,True,2021-05-07 09:04:58,R_3FLo3C2tLyctSuh,*******,*******,*******,*******,*******,*******,anonymous,EN,545,30,2,2,1,3,1,1,1,5,4,1

2021-05-07 16:44:49,2021-05-07 16:46:58,IP Address,*******,100,129,True,2021-05-07 16:46:58,R_z6DgoY7WmCInPEJ,*******,*******,*******,*******,*******,*******,anonymous,EN,549,3,4,1,4,3,4,1,1,5,4,2

2021-05-08 07:50:07,2021-05-08 07:51:32,IP Address,*******,100,84,True,2021-05-08 07:51:32,R_2c7XvtBDzefMJNN,*******,*******,*******,*******,*******,*******,anonymous,EN,533,23,3,4,1,2,4,2,3,3,3,3

2021-05-08 09:04:36,2021-05-08 09:08:09,IP Address,*******,100,212,True,2021-05-08 09:08:09,R_1IhEt8VDHI49vWN,*******,*******,*******,*******,*******,*******,anonymous,EN,541,79,4,1,1,4,3,1,3,3,3,3

2021-05-08 13:03:18,2021-05-08 13:04:18,IP Address,*******,100,59,True,2021-05-08 13:04:19,R_Wk41rdLuE8MywVP,*******,*******,*******,*******,*******,*******,anonymous,EN,539,2,4,1,1,5,4,1,2,4,5,1

2021-05-09 08:37:08,2021-05-09 08:38:45,IP Address,*******,100,96,True,2021-05-09 08:38:45,R_e9E9r9Rf4XwNExX,*******,*******,*******,*******,*******,*******,anonymous,EN,502,19,4,2,1,4,3,1,2,1,2,5

2021-05-09 11:01:52,2021-05-09 11:03:39,IP Address,*******,100,107,True,2021-05-09 11:03:39,R_2TZWwTYjchfbNYJ,*******,*******,*******,*******,*******,*******,anonymous,EN,501,1,4,1,1,4,4,1,2,5,5,1

2021-05-09 13:35:40,2021-05-09 13:37:44,IP Address,*******,100,124,True,2021-05-09 13:37:44,R_1IygCrISDmdFhhY,*******,*******,*******,*******,*******,*******,anonymous,EN,555,1,4,1,1,4,5,1,3,3,3,4

2021-05-09 13:59:17,2021-05-09 14:00:16,IP Address,*******,100,59,True,2021-05-09 14:00:17,R_z5LEQI4ZPnAoyVX,*******,*******,*******,*******,*******,*******,anonymous,EN,496,1,4,1,1,4,4,1,3,5,5,2

2021-05-10 20:00:49,2021-05-10 20:02:16,IP Address,*******,100,87,True,2021-05-10 20:02:16,R_1pRuyLBoAyculwE,*******,*******,*******,*******,*******,*******,anonymous,EN,522,5,3,2,1,2,2,1,3,3,3,3

2021-05-11 12:16:49,2021-05-11 12:18:27,IP Address,*******,100,98,True,2021-05-11 12:18:28,R_10Uf3gttjlaz9mQ,*******,*******,*******,*******,*******,*******,anonymous,EN,542,0,3,2,1,2,3,1,2,3,3,2

2021-05-12 10:00:02,2021-05-12 10:01:54,IP Address,*******,100,112,True,2021-05-12 10:01:54,R_C20SvjTMtdcmF4B,*******,*******,*******,*******,*******,*******,anonymous,EN,547,3,4,1,1,5,4,1,4,3,3,3

2021-05-12 12:06:58,2021-05-12 12:08:40,IP Address,*******,100,101,True,2021-05-12 12:08:40,R_z1N1gDFoqVFDLZT,*******,*******,*******,*******,*******,*******,anonymous,EN,540,10,3,1,1,3,4,1,3,3,3,3

2021-05-12 12:14:24,2021-05-12 12:16:06,IP Address,*******,100,102,True,2021-05-12 12:16:06,R_2wBLee3VssfymTV,*******,*******,*******,*******,*******,*******,anonymous,EN,527,15,4,1,1,4,4,1,2,4,4,1

2021-05-13 10:05:16,2021-05-13 10:07:09,IP Address,*******,100,113,True,2021-05-13 10:07:10,R_1LngcUTeuJ7cgAl,*******,*******,*******,*******,*******,*******,anonymous,EN,538,0,5,1,1,5,5,1,5,5,2,2

2021-05-13 13:44:28,2021-05-13 13:46:33,IP Address,*******,100,125,True,2021-05-13 13:46:40,R_3n3nHhnV8wO93eB,*******,*******,*******,*******,*******,*******,anonymous,EN,561,42,3,1,1,3,4,1,3,4,4,2

2021-05-13 15:02:03,2021-05-13 15:03:50,IP Address,*******,100,107,True,2021-05-13 15:03:51,R_2Btjz1X0KpvCcjA,*******,*******,*******,*******,*******,*******,anonymous,EN,550,24,3,1,1,2,3,3,3,3,3,2

2021-05-13 20:02:52,2021-05-13 20:04:40,IP Address,*******,100,108,True,2021-05-13 20:04:40,R_3RlIwQqXc30kjhY,*******,*******,*******,*******,*******,*******,anonymous,EN,544,83,2,4,1,2,2,4,3,3,2,3

2021-05-14 13:44:51,2021-05-14 13:45:39,IP Address,*******,100,47,True,2021-05-14 13:45:39,R_RRIizE6Gd5xcxzz,*******,*******,*******,*******,*******,*******,anonymous,EN,532,47,4,2,1,4,3,2,5,2,3,4

2021-05-15 09:01:20,2021-05-15 09:02:48,IP Address,*******,100,88,True,2021-05-15 09:02:49,R_24oAh0ode0q5Udk,*******,*******,*******,*******,*******,*******,anonymous,EN,510,10,2,1,1,2,1,2,4,2,1,4

2021-05-15 14:45:05,2021-05-15 14:46:25,IP Address,*******,100,80,True,2021-05-15 14:46:25,R_12sDln1mkcuE93E,*******,*******,*******,*******,*******,*******,anonymous,EN,563,26,3,2,1,4,3,2,4,3,3,3

2021-05-16 10:01:21,2021-05-16 10:02:19,IP Address,*******,100,58,True,2021-05-16 10:02:19,R_1JRNXMDKllnd8Yx,*******,*******,*******,*******,*******,*******,anonymous,EN,546,60,3,2,1,2,4,2,2,5,4,2

2021-05-16 10:18:34,2021-05-16 10:19:37,IP Address,*******,100,62,True,2021-05-16 10:19:37,R_AizDDuyQOt1c17H,*******,*******,*******,*******,*******,*******,anonymous,EN,536,0,4,1,1,4,4,1,1,5,5,1

2021-05-16 10:33:38,2021-05-16 10:34:45,IP Address,*******,100,67,True,2021-05-16 10:34:46,R_1DZKf2PVdduCIox,*******,*******,*******,*******,*******,*******,anonymous,EN,534,12,4,2,1,3,4,1,1,5,4,1

2021-05-16 16:30:20,2021-05-16 16:31:12,IP Address,*******,100,52,True,2021-05-16 16:31:13,R_2xQn6u5ZGjODo64,*******,*******,*******,*******,*******,*******,anonymous,EN,554,40,2,3,1,2,3,3,5,1,1,5

2021-05-16 17:30:36,2021-05-16 17:31:52,IP Address,*******,100,75,True,2021-05-16 17:31:52,R_2B3rNjXWWyCC7ph,*******,*******,*******,*******,*******,*******,anonymous,EN,557,15,4,1,1,5,5,2,2,3,3,2

2021-05-17 18:10:11,2021-05-17 18:11:45,IP Address,*******,100,93,True,2021-05-17 18:11:45,R_10OXlMgcnWNWcsA,*******,*******,*******,*******,*******,*******,anonymous,EN,528,14,4,2,1,4,3,2,2,4,4,1

2021-05-18 12:20:13,2021-05-18 12:22:44,IP Address,*******,100,151,True,2021-05-18 12:22:45,R_3fp0Z70FRCCU7VF,*******,*******,*******,*******,*******,*******,anonymous,EN,515,15,3,2,1,2,5,2,3,4,4,2

2021-05-18 13:31:58,2021-05-18 13:33:00,IP Address,*******,100,61,True,2021-05-18 13:33:01,R_1lfxP66BsUwkpgA,*******,*******,*******,*******,*******,*******,anonymous,EN,556,25,4,4,1,3,4,2,2,4,4,2

2021-05-19 07:56:33,2021-05-19 07:57:39,IP Address,*******,100,65,True,2021-05-19 07:57:40,R_3IQrDZ9P54TZEOu,*******,*******,*******,*******,*******,*******,anonymous,EN,552,10,4,1,1,4,4,1,3,4,3,3

2021-05-19 14:01:15,2021-05-19 14:02:46,IP Address,*******,100,90,True,2021-05-19 14:02:47,R_VWh0SHqIMoIsHZv,*******,*******,*******,*******,*******,*******,anonymous,EN,553,30,2,3,1,2,1,3,3,3,3,3

2021-05-22 07:02:12,2021-05-22 07:03:35,IP Address,*******,100,83,True,2021-05-22 07:03:36,R_bQ5nREUHOcjMkNj,*******,*******,*******,*******,*******,*******,anonymous,EN,564,14,2,2,1,2,4,1,2,3,4,2

2021-05-22 08:32:01,2021-05-22 08:33:30,IP Address,*******,100,89,True,2021-05-22 08:33:31,R_2wNy9FgEB69b4uP,*******,*******,*******,*******,*******,*******,anonymous,EN,562,20,3,2,2,4,4,1,2,4,4,3

